HANDLE	BLOCKNAME	EQUIP-DESIGNATION	EQUIP-LOCATION	EQUIP-ELEC-PROP	PRE-DESIGNATION	PRE-DESIGNATION-LOCATION	NEXT-DESIGNATION	NEXT-DESIGNATION-LOCATION	DWG	DATE	NO._OF_CCT'S	PREVIOUS_ID	EQUIP-DESIG.	EQUIP-LOC	FUSE_INPACITY	FUSE_INPACITY1	MOTOR-HP	EQUIP-ID	EQUIP-LOCATION1	EQUIP-PROPERTIES1
'4837	_U180	DBD06-DIS55	D1063-2	200AR/AF 120/208V/3PH/4W	DBD06	D 1ST FL EAST	DPP58/DPP59	D1062-EL	DWG. D ELEC SLD	05/25/2011	# CCT:N/A	PREV. ID: (CNE4)	D SUB SWG	D SUBSTATION	In: 200A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'4809	_U180	DBD06-DIS55	D1063-2	200AR/AF 120/208V/3PH/4W	DBD06	D 1ST FL EAST	DPP58/DPP59	D1062-EL	DWG. D ELEC SLD	05/25/2011	# CCT:N/A	PREV. ID: (CNE4)	D SUB SWG	D SUBSTATION	In: 200A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'4180	_U118	DEP03	D1055	200AR/AF 120/208V/3PH/4W	DBUS06-DIS46	D1055	MULTIFEEDS SEE LEGEND		DWG. D ELEC SLD	05/25/2011	# CCT:N/A	PREV. ID: (N/A)	D SUB SWG	D SUBSTATION	In: 60A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'4141	_U116	DDIS99	D1047-2	60AR/AF 120/220V/2PH/3W	DSPT03	D1047-2	DPP44	D1051	DWG. D ELEC SLD	05/25/2011	# CCT:N/A	PREV. ID: (CNE4)	D SUB SWG	D SUBSTATION	In: 60A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'412C	_U116	DDIS98	D1047-2	60AR/AF 120/220V/2PH/3W	DSPT03	D1047-2	DPP49	D1057	DWG. D ELEC SLD	05/25/2011	# CCT:N/A	PREV. ID: (CNE4)	D SUB SWG	D SUBSTATION	In: 60A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'4113	_U177	DLP01	D1022	200AR/100AT 600V/3PH/4W	DMB42	D1022	MULTI FEEDS SEE LEGEND		DWG. D ELEC SLD	03/28/2011	# CCT:N/A	PREV. ID: (1D0)	DSPT02	D1047-2	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'40FE	_U118	DPP41	D1048	60AR/60AF 120/208V/3PH/4W	DTR10	D1047-2	MULTIFEEDS SEE LEGEND		DWG. D ELEC SLD	05/25/2011	# CCT:N/A	PREV. ID: (N/A)	D SUB SWG	D SUBSTATION	In: 60A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'40E9	_U119	DTR11	D1047-2	15kVA 208>120/220V/2PH/2W	DDIS97	D1047-2	DSPT03	D1047-2	DWG. D ELEC SLD	05/17/2011	# CCT:N/A	PREV. ID: (CNE4)	D SUB SWG	D SUBSTATION	In: 100A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'40D4	_U119	DTR10	D1047-2	15kVA 208>120/220V/2PH/3W	DDIS96	D1047-2	DPP41	D1048	DWG. D ELEC SLD	05/17/2011	# CCT:N/A	PREV. ID: (CNE4)	D SUB SWG	D SUBSTATION	In: 100A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'40BF	_U118	DPP42	D1051-EL	100AR/100AF 120/208V/3PH/4W	DDIS95	D1047-2	MULTIFEEDS SEE LEGEND		DWG. D ELEC SLD	05/25/2011	# CCT:N/A	PREV. ID: (N/A)	D SUB SWG	D SUBSTATION	In: 60A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
