HANDLE	BLOCKNAME	EQUIP-DESIGNATION	EQUIP-LOCATION	EQUIP-ELEC-PROP	PRE-DESIGNATION	PRE-DESIGNATION-LOCATION	NEXT-DESIGNATION	NEXT-DESIGNATION-LOCATION	DWG	DATE	NO._OF_CCT'S	PREVIOUS_ID	EQUIP-DESIG.	EQUIP-LOC	FUSE_INPACITY	FUSE_INPACITY1	MOTOR-HP	EQUIP-ID	EQUIP-LOCATION1	EQUIP-PROPERTIES1
'D2EA	*U129	R1MB6035	R5030	100A/208V/3PH/4W	R1SDP07	R5030			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'D2AB	*U129	R1MB6026	R5030	100A/208V/3PH/4W	R1SDP07	R5030			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'D26C	*U129	R1MB6022	R5030	100A/208V/3PH/4W	R1SDP07	R5030			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'D22D	*U129	R1MB6031	R5030	100A/208V/3PH/4W	R1SDP07	R5030			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'D1EE	*U129	R1MB6027	R5030	100A/208V/3PH/4W	R1SDP07	R5030			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'D1AF	*U129	R1MB6018	R5030	100A/208V/3PH/4W	R1SDP07	R5030			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'D170	*U129	R1MB5035	R5030	100A/208V/3PH/4W	R1SDP07	R5030			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'D131	*U129	R1MB5026	R5030	100A/208V/3PH/4W	R1SDP07	R5030			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'D0F2	*U129	R1MB5022	R5030	100A/208V/3PH/4W	R1SDP07	R5030			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'D0B3	*U129	R1MB5031	R5030	100A/208V/3PH/4W	R1SDP07	R5030			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'D074	*U129	R1MB5027	R5030	100A/208V/3PH/4W	R1SDP07	R5030			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'D035	*U129	R1MB5018	R5030	100A/208V/3PH/4W	R1SDP07	R5030			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'CFF6	*U129	R1MB4035	R5030	100A/208V/3PH/4W	R1SDP07	R5030			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'CFB7	*U129	R1MB4026	R5030	100A/208V/3PH/4W	R1SDP07	R5030			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'CF78	*U129	R1MB4022	R5030	100A/208V/3PH/4W	R1SDP07	R5030			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'CF39	*U129	R1MB4031	R5030	100A/208V/3PH/4W	R1SDP07	R5030			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'CEFA	*U129	R1MB4027	R5030	100A/208V/3PH/4W	R1SDP07	R5030			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'CEBB	*U129	R1MB4018	R5030	100A/208V/3PH/4W	R1SDP07	R5030			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'CE79	*U130	MMB01	M1019	150A/600V/3PH/3W	MSDP05	M1019	MDIS05	M1002	DWG.#	  /  /	# CTT:	PREV. ID#	R1SDP07	R5030	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'B732	*U129	R1MB3035	R2030	100A/208V/3PH/4W	R1SDP06	R2030			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'B6F3	*U129	R1MB3026	R2030	100A/208V/3PH/4W	R1SDP06	R2030			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'B6B4	*U129	R1MB3022	R2030	100A/208V/3PH/4W	R1SDP06	R2030			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'B675	*U129	R1MB3031	R2030	100A/208V/3PH/4W	R1SDP06	R2030			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'B636	*U129	R1MB3027	R2030	100A/208V/3PH/4W	R1SDP06	R2030			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'B5F7	*U129	R1MB3018	R2030	100A/208V/3PH/4W	R1SDP06	R2030			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'B5B8	*U129	R1MB2035	R2030	100A/208V/3PH/4W	R1SDP06	R2030			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'B579	*U129	R1MB2026	R2030	100A/208V/3PH/4W	R1SDP06	R2030			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'B53A	*U129	R1MB2022	R2030	100A/208V/3PH/4W	R1SDP06	R2030			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'B4FB	*U129	R1MB2031	R2030	100A/208V/3PH/4W	R1SDP06	R2030			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'B4BC	*U129	R1MB2027	R2030	100A/208V/3PH/4W	R1SDP06	R2030			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'B47D	*U129	R1MB2018	R2030	100A/208V/3PH/4W	R1SDP06	R2030			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'B43E	*U129	R1MB1035	R2030	100A/208V/3PH/4W	R1SDP06	R2030			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'B3FF	*U129	R1MB1026	R2030	100A/208V/3PH/4W	R1SDP06	R2030			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'B3C0	*U129	R1MB1022	R2030	100A/208V/3PH/4W	R1SDP06	R2030			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'B381	*U129	R1MB1031	R2030	100A/208V/3PH/4W	R1SDP06	R2030			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'B342	*U129	R1MB1027	R2030	100A/208V/3PH/4W	R1SDP06	R2030			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'B303	*U129	R1MB1018	R2030	100A/208V/3PH/4W	R1SDP06	R2030			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'B2C1	*U131	MMB01	M1019	150A/600V/3PH/3W	MSDP05	M1019	MDIS05	M1002	DWG.#	  /  /	# CTT:	PREV. ID#	R1SDP06	R2030	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'9B6E	*U129	R1MB6016	R5006	100A/208V/3PH/4W	R1SDP05	R5006			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'9B2F	*U129	R1MB6025	R5006	100A/208V/3PH/4W	R1SDP05	R5006			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'9AF0	*U129	R1MB6021	R5006	100A/208V/3PH/4W	R1SDP05	R5006			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'9AB1	*U129	R1MB6017	R5006	100A/208V/3PH/4W	R1SDP05	R5006			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'9A72	*U129	R1MB6012	R5006	100A/208V/3PH/4W	R1SDP05	R5006			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'9A33	*U129	R1MB5016	R5006	100A/208V/3PH/4W	R1SDP05	R5006			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'99F4	*U129	R1MB5025	R5006	100A/208V/3PH/4W	R1SDP05	R5006			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'99B5	*U129	R1MB5021	R5006	100A/208V/3PH/4W	R1SDP05	R5006			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'9976	*U129	R1MB5017	R5006	100A/208V/3PH/4W	R1SDP05	R5006			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'9937	*U129	R1MB5012	R5006	100A/208V/3PH/4W	R1SDP05	R5006			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'98F8	*U129	R1MB5013	R5006	100A/208V/3PH/4W	R1SDP05	R5006			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'98B9	*U129	R1MB4014	R5006	100A/208V/3PH/4W	R1SDP05	R5006			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'987A	*U129	R1MB6013	R5006	100A/208V/3PH/4W	R1SDP05	R5006			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'983B	*U129	R1MB4023	R5006	100A/208V/3PH/4W	R1SDP05	R5006			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'97FC	*U129	R1MB4019	R5006	100A/208V/3PH/4W	R1SDP05	R5006			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'97BD	*U129	R1MB4015	R5006	100A/208V/3PH/4W	R1SDP05	R5006			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'977E	*U129	R1MB4008	R5006	100A/208V/3PH/4W	R1SDP05	R5006			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'973F	*U129	R1MB4011	R5006	100A/208V/3PH/4W	R1SDP05	R5006			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'96FD	*U134	MMB01	M1019	150A/600V/3PH/3W	MSDP05	M1019	MDIS05	M1002	DWG.#	  /  /	# CTT:	PREV. ID#	R1SDP05	R5006	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'7FB6	*U129	R1MB3016	R2006	100A/208V/3PH/4W	R1SDP04	R2006			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'7F77	*U129	R1MB3025	R2006	100A/208V/3PH/4W	R1SDP04	R2006			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'7F38	*U129	R1MB3021	R2006	100A/208V/3PH/4W	R1SDP04	R2006			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'7EF9	*U129	R1MB3017	R2006	100A/208V/3PH/4W	R1SDP04	R2006			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'7EBA	*U129	R1MB3012	R2006	100A/208V/3PH/4W	R1SDP04	R2006			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'7E7B	*U129	R1MB3013	R2006	100A/208V/3PH/4W	R1SDP04	R2006			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'7E3C	*U129	R1MB2016	R2006	100A/208V/3PH/4W	R1SDP04	R2006			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'7DFD	*U129	R1MB2025	R2006	100A/208V/3PH/4W	R1SDP04	R2006			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'7DBE	*U129	R1MB2021	R2006	100A/208V/3PH/4W	R1SDP04	R2006			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'7D7F	*U129	R1MB2017	R2006	100A/208V/3PH/4W	R1SDP04	R2006			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
'7D40	*U129	R1MB2012	R2006	100A/208V/3PH/4W	R1SDP04	R2006			DWG. R1 SLD	16/08/11	# CTT:	PREV. ID#	R1SPT03	R7001	In: 0A	In: 0A		MDIS???	M1000	20A/208V/3PH/4W
