HANDLE	BLOCKNAME	EQUIP-DESIGNATION	EQUIP-LOCATION	EQUIP-ELEC-PROP	PRE-DESIGNATION	PRE-DESIGNATION-LOCATION	NEXT-DESIGNATION	NEXT-DESIGNATION-LOCATION	DWG	DATE	NO._OF_CCT'S	PREVIOUS_ID	EQUIP-DESIG.	EQUIP-LOC	FUSE_INPACITY	FUSE_INPACITY1	MOTOR-HP	EQUIP-ID	EQUIP-LOCATION1	EQUIP-PROPERTIES1
'2C52	_U143	DLP21	D2016-EL	100AR/70AT 600V/3PH/3W	DMB71	D1022	MULTI FEEDS SEE LEGEND		DWG. D ELEC SLD	05/19/2011	# CCT:N/A	PREV. ID: (N/A)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'2B54	_U104	DTR09	D1027-1 	45kVA 600>120/208V/3PH/4W	DEDP02-DMB61	D1022	DPP10	D1027-1	DWG. D ELEC SLD	03/28/2011	# CCT:N/A	PREV. ID: (1D0)	DMDP02	D1022	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'2B3F	_U102	DMB74	D1022	100AR/AT 347/600V/3PH/4W	DEDP02	D1022	DLP20	D1042-EL	DWG. D ELEC SLD	03/28/2011	# CCT:N/A	PREV. ID: (1D0)	DMDP02	D1022	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'2B2A	_U102	DMB73	D1022	70AR/AT 347/600V/3PH/4W	DEDP02	D1022	DLP25	D3015-E	DWG. D ELEC SLD	03/28/2011	# CCT:N/A	PREV. ID: (1D0)	DMDP02	D1022	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'2B15	_U102	DMB71	D1022	70AR/AT 347/600V/3PH/4W	DEDP02	D1022	DLP21	D2016-EL	DWG. D ELEC SLD	03/28/2011	# CCT:N/A	PREV. ID: (1D0)	DMDP02	D1022	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'2A97	_U105	DMB63	D1022	100AR/AT 600V/3PH/4W	DEDP02	D1022	SUBEDP01	SUB2001	DWG. D ELEC SLD	03/28/2011	# CCT:N/A	PREV. ID: (1D0)	DMDP02	D1022	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'2A6A	_U102	DMB61	D1022	60AR/AT 600V/3PH/4W	DEDP02	D1022	DTR09	D1027-1	DWG. D ELEC SLD	03/28/2011	# CCT:N/A	PREV. ID: (1D0)	DMDP02	D1022	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'2A40	_U100	DDIS15	D1022-E	400AR/AF 347/600V/3PH/4W	DATS01	D1022	DEDP02	D1022	DWG. D ELEC SLD	03/28/2011	# CCT:N/A	PREV. ID: (CNE4)	D SUB SWG	D SUBSTATION	In: 400A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'2A24	_U109	C_BLDG_EMERG_FEED  	     D1022	60AR/AT 347/600V/3PH/4W	DEDP01-7 OR CMB13	     D1022	CATS01 	C1036-4	DWG. D ELEC SLD	03/28/2011	# CCT:N/A	PREV. ID: (CNE4)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'2A0F	_U99	D_BLDG_EMERG_FEED  	     D1022	200AR/AT 347/600V/3PH/4W	DEDP01 OR DMB60	D1022	DATS01 	D1022	DWG. D ELEC SLD	03/28/2011	# CCT:N/A	PREV. ID: (CNE4)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'29FA	_U109	H&K_BLDG_EMERG_FEED  	     D1022	100AR/AT 347/600V/3PH/4W	DEDP01-3 OR HMB13	     D1022	HATS01 	H1003	DWG. D ELEC SLD	03/28/2011	# CCT:N/A	PREV. ID: (CNE4)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'29E5	_U109	G_BLDG_EMERG_FEED  	     D1022	100AR/AT 347/600V/3PH/4W	DEDP01	D1022	GATS01 	G2019	DWG. D ELEC SLD	03/28/2011	# CCT:N/A	PREV. ID: (CNE4)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'29D0	_U109	B_BLDG_EMERG_FEED  	     D1022	100AR/AT 347/600V/3PH/4W	DEDP01	D1022	BATS01 	B1014-4	DWG. D ELEC SLD	03/28/2011	# CCT:N/A	PREV. ID: (CNE4)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'29B8	_U97	DGENMB01	D1022	600A/600V/3PH/4W	DGEN01	D1022	DEDP01	D1022	DWG. D ELEC SLD	03/28/2011	# CCT:N/A	PREV. ID: (CNE4)	DEDP01	D1022-E	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'29A3	_U38	DGENMB01	D1022	600AR/AT/600V/3PH/4W	DGEN01	D1022	DEDP01	D1022	DWG. D ELEC SLD	03/28/2011	# CCT:N/A	PREV. ID: (CNE4)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'298E	_U96	DGEN01	D1022	600A/600V/3PH/4W	500 GALLONS DIESEL FUEL TANK		DGENMB01	D1022	DWG. D ELEC SLD	03/28/2011	# CCT:N/A	PREV. ID: (CNE4)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'2979	_U110	DDIS100	D2040	400AR/AF 347/600V/3PH/4W	DMB47	D1022	D CHILLER#2	D2040	DWG. D ELEC SLD	05/25/2011	# CCT:N/A	PREV. ID: (CNE4)	D SUB SWG	D SUBSTATION	In: 400A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'2963	_U110	DDIS101	D2040	400AR/AF 347/600V/3PH/4W	DMB47	D1022	D CHILLER#1	D2040	DWG. D ELEC SLD	05/25/2011	# CCT:N/A	PREV. ID: (CNE4)	D SUB SWG	D SUBSTATION	In: 400A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'294E	_U42	DPP12	D1021-2	100AR/60AF 120/208V/3PH/4W	DDIS12	D1022	MULTI FEEDS SEE LEGEND		DWG. D ELEC SLD	03/29/2011	# CCT:N/A	PREV. ID: (N/A)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'2939	_U81	DDIS12	D1022	60AR/AF  120/208V/3PH/4W	DMDP02	D1022	DPP12	D1021-2	DWG. D ELEC SLD	03/28/2011	# CCT:N/A	PREV. ID: (CNE4)	D SUB SWG	D SUBSTATION	In: 60A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'2924	_U42	DPP13	D1027-1	225AR/100AF 120/208V/3PH/4W	DDIS10	D1022	MULTI FEEDS SEE LEGEND		DWG. D ELEC SLD	03/28/2011	# CCT:N/A	PREV. ID: (N/A)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'290F	_U81	DDIS10	D1022	100AR/AF  120/208V/3PH/4W	DMDP02	D1022	DPP13	D1027-1	DWG. D ELEC SLD	03/28/2011	# CCT:N/A	PREV. ID: (CNE4)	D SUB SWG	D SUBSTATION	In: 100A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'28FA	_U42	DPP07	D1021	100AR/100AF 120/208V/3PH/4W	DDIS07	D1022	MULTI FEEDS SEE LEGEND		DWG. D ELEC SLD	03/29/2011	# CCT:N/A	PREV. ID: (N/A)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'28E5	_U81	DDIS07	D1022	100AR/40AF 120/208V/3PH/4W	DMDP02	D1022	DPP07	D1021	DWG. D ELEC SLD	03/28/2011	# CCT:N/A	PREV. ID: (CNE4)	D SUB SWG	D SUBSTATION	In: 40A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'28D0	_U42	DPP06	D2040	100AR/100AF 120/208V/3PH/4W	DDIS06	D1022	MULTI FEEDS SEE LEGEND		DWG. D ELEC SLD	03/29/2011	# CCT:N/A	PREV. ID: (N/A)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'28BB	_U81	DDIS06	D1022	100AR/80AF  120/208V/3PH/4W	DMDP02	D1022	DPP06	D2040	DWG. D ELEC SLD	03/28/11	# CCT:N/A	PREV. ID: (CNE4)	D SUB SWG	D SUBSTATION	In: 80A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'28A6	_U42	DPP05	D1027-2	100AR/70AF 120/208V/3PH/4W	DDIS05	D1022	MULTI FEEDS SEE LEGEND		DWG. D ELEC SLD	03/29/2011	# CCT:N/A	PREV. ID: (N/A)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'2891	_U81	DDIS05	D1022	100AR/70AF  120/208V/3PH/4W	DMDP02	D1022	DPP05	D1027-2	DWG. D ELEC SLD	03/28/2011	# CCT:N/A	PREV. ID: (CNE4)	D SUB SWG	D SUBSTATION	In: 70A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'287C	_U42	DPP04	D1022	225AR/200AF 120/208V/3PH/4W	DDIS04	D1022	MULTI FEEDS SEE LEGEND		DWG. D ELEC SLD	03/28/2011	# CCT:N/A	PREV. ID: (N/A)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'2867	_U81	DDIS04	D1022	200AR/150AF  120/208V/3PH/4W	DMDP02	D1022	DPP04	D1022	DWG. D ELEC SLD	03/28/11	# CCT:N/A	PREV. ID: (CNE4)	D SUB SWG	D SUBSTATION	In: 150A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'2852	_U42	DPP03#1	D1024	225AR/200AF 120/208V/3PH/4W	DDIS03	D1022	MULTI FEEDS SEE LEGEND		DWG. D ELEC SLD	03/29/2011	# CCT:N/A	PREV. ID: (N/A)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'283D	_U81	DDIS03	D1022	200AR/AF  120/208V/3PH/4W	DMDP02	D1022	DPP03#1/#2	D1024	DWG. D ELEC SLD	03/28/2011	# CCT:N/A	PREV. ID: (CNE4)	D SUB SWG	D SUBSTATION	In: 200A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'2828	_U42	DPP01	D1026	225AR/200AF 120/208V/3PH/4W	DDIS01	D1022	MULTI FEEDS SEE LEGEND		DWG. D ELEC SLD	03/28/2011	# CCT:N/A	PREV. ID: (PANEL C)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'2813	_U81	DDIS01	D1022	200AR/AF 120/208V/3PH/4W	DMDP02	D1022	DPP01	D1026	DWG. D ELEC SLD	03/28/2011	# CCT:N/A	PREV. ID: (CNE4)	D SUB SWG	D SUBSTATION	In: 200A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'27FB	_U90	DLP01	D1022	200AR/100AT 600V/3PH/4W	DMB42	D1022	MULTI FEEDS SEE LEGEND		DWG. D ELEC SLD	03/28/2011	# CCT:N/A	PREV. ID: (1D0)	DMDP02	D1022	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'27E6	_U40	DTR01	D1022	225kVA/ 600>120/208V/3PH/4W	DMB31	D1022	DMDP02	D1022	DWG. D ELEC SLD	03/28/2011	# CCT:N/A	PREV. ID: (CNE4)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'27CE	_U142	DDIS201	D2040	200AR/AF 347/600V/3PH/4W	DMCC01	D2040	DSPT13	D2040	DWG. D ELEC SLD	05/25/2011	# CCT:N/A	PREV. ID: (CNE4)	D SUB SWG	D SUBSTATION	In: 200A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'27A4	_U88	DHTG_PUMP01	D2040	100AR/AF 347/600V/3PH/4W	DSPT13	D2040	DHTG_PUMP01_LD	D2040	DWG. D ELEC SLD	05/25/2011	# CCT:N/A	PREV. ID: (1D0)	DMCC01	D2040	In: 100A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'278C	_U182	DLP01	D1022	200AR/100AT 600V/3PH/4W	DMB42	D1022	MULTI FEEDS SEE LEGEND		DWG. D ELEC SLD	03/28/2011	# CCT:N/A	PREV. ID: (1D0)	DSPT13	D2040	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'2732	_U110	DELEVSDIS01	D1019-1	100AR/70AF /600V/3PH/3W	DMB14	D1022	DELEVATOR MACH.	D1019-1	DWG. D ELEC SLD	06/11/2007	# CCT:N/A	PREV. ID: (CNE4)	D SUB SWG	D SUBSTATION	In: 70A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
