HANDLE	BLOCKNAME	EQUIP-DESIGNATION	EQUIP-LOCATION	EQUIP-ELEC-PROP	PRE-DESIGNATION	PRE-DESIGNATION-LOCATION	NEXT-DESIGNATION	NEXT-DESIGNATION-LOCATION	DWG	DATE	NO._OF_CCT'S	PREVIOUS_ID	EQUIP-DESIG.	EQUIP-LOC	FUSE_INPACITY	FUSE_INPACITY1	MOTOR-HP	EQUIP-ID	EQUIP-LOCATION1	EQUIP-PROPERTIES1
'275C	*U140	FUPS01	F4001	100AR/AT/120/208V/3PH/4W			FPP32	F2013	DWG. F ELEC SLD	21/07/2011	# CTT:	PREV. ID#	MMB01	M1019	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'24FA	*U139	FUPS01	F4001	100AR/AT/120/208V/3PH/4W	FMB39	F4001			DWG. F ELEC SLD	21/07/2011	# CTT:	PREV. ID#	MMB01	M1019	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'2401	_U110	FDIS04	F2002-1	60AR/AF/347/600V/3PH/4W	FSPT01	F2002-1			DWG. F ELEC SLD	21/07/2011	# CCT:N/A	PREV. ID: (CNE4)	D SUB SWG	D SUBSTATION	In: 60A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'1DDE	_U114	FPP22	F1013-C	225AR/60AT/120/208V/3PH/4W	FPP21 CCT 7/9/11	   F2002-1	MULTIFEEDS SEE LEGEND		DWG. F ELEC SLD	25/07/2011	# CCT:N/A	PREV. ID: (EDPR)	D SUB SWG	D SUBSTATION	In: 100A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'1DC8	_U116	FPP21-CCT 7/9/11	F2002-1	60AR/AT/120/208V/3PH/4W	FPP21	F2002-1	FPP22	F1013-C	DWG. F ELEC SLD	21/07/2011	# CCT:N/A	PREV. ID: (CNE4)	D SUB SWG	D SUBSTATION	In: 100A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'1DB2	_U114	FPP21	F2002-1 E	100AR/120/208V/3PH/4W	FTR04	F2002-1	MULTIFEEDS SEE LEGEND		DWG. F ELEC SLD	21/07/2011	# CCT:N/A	PREV. ID: (EMERGENCY PANEL)	D SUB SWG	D SUBSTATION	In: 100A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'1D9D	_U115	FTR04	F2002-1 E	30KVA//600>120/208V/3PH/4W	FDIS07	F2002-1	FPP21	F2002-1	DWG. F ELEC SLD	21/07/2011	# CCT:N/A	PREV. ID: (CNE4)	D SUB SWG	D SUBSTATION	In: 250A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'1D88	_U137	FDIS07	F2002-1 E	30AR/AF/600V/3PH/4W	DLP21-CCT 14/16/18	   D2016-EL	FTR04	F2002-1	DWG. F ELEC SLD	21/07/2011	# CCT:N/A	PREV. ID: (CNE4)	D SUB SWG	D SUBSTATION	In: 30A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'1D6B	_U114	FPP12	F1012-4	225AR/150AT/120/208V/3PH/4W	FPP30	F4001	MULTIFEEDS SEE LEGEND		DWG. F ELEC SLD	25/07/2011	# CCT:N/A	PREV. ID: (N/A)	D SUB SWG	D SUBSTATION	In: 100A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'1D56	_U114	FPP11	F1012-4	225AR/150AT/120/208V/3PH/4W	FPP25	F4001	MULTIFEEDS SEE LEGEND		DWG. F ELEC SLD	25/07/2011	# CCT:N/A	PREV. ID: (N/A)	D SUB SWG	D SUBSTATION	In: 100A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'1D41	_U114	FPP10	F1012-4	225AR/150AT/120/208V/3PH/4W	FPP24	F4001	MULTIFEEDS SEE LEGEND		DWG. F ELEC SLD	25/07/2011	# CCT:N/A	PREV. ID: (N/A)	D SUB SWG	D SUBSTATION	In: 100A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'1D2C	_U114	FPP07	F1002-5	225AR/200AT/120/208V/3PH/4W	FPP89	F2002-1	MULTIFEEDS SEE LEGEND		DWG. F ELEC SLD	25/07/2011	# CCT:N/A	PREV. ID: (N/A)	D SUB SWG	D SUBSTATION	In: 100A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'1D17	_U114	FPP20	F1002	100AR/AT/120/208V/3PH/4W	FMB37	F4001	MULTIFEEDS SEE LEGEND		DWG. F ELEC SLD	25/07/2011	# CCT:N/A	PREV. ID: (N/A)	D SUB SWG	D SUBSTATION	In: 100A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'1D02	_U114	FPP21	F1012-4	225AR/150AT/120/208V/3PH/4W	FMB34	F4001	MULTIFEEDS SEE LEGEND		DWG. F ELEC SLD	25/07/2011	# CCT:N/A	PREV. ID: (N/A)	D SUB SWG	D SUBSTATION	In: 100A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'1CED	_U116	FMB34	F4001	150AR/AT/120/208V/3PH/4W	FSDP03	F4001	FPP21	F1012-4	DWG. F ELEC SLD	25/07/2011	# CCT:N/A	PREV. ID: (CNE4)	D SUB SWG	D SUBSTATION	In: 100A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'1CD8	_U114	FEP03	F1013-C	225AR/AT/120/208V/3PH/4W	FMB91	F2002-1	MULTIFEEDS SEE LEGEND		DWG. F ELEC SLD	25/07/2011	# CCT:N/A	PREV. ID: (BPQ)	D SUB SWG	D SUBSTATION	In: 100A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'1CC3	_U114	FPP06	F1013-C	225AR/200AT/120/208V/3PH/4W	FMB90	F2002-1	MULTIFEEDS SEE LEGEND		DWG. F ELEC SLD	25/07/2011	# CCT:N/A	PREV. ID: (BPS)	D SUB SWG	D SUBSTATION	In: 100A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'1CAE	_U114	FPP16	F3012-3	150AR/AT/AMB/120/208V/3PH/4W	FMB28	F4001	MULTIFEEDS SEE LEGEND		DWG. F ELEC SLD	25/07/2011	# CCT:N/A	PREV. ID: (N/A)	D SUB SWG	D SUBSTATION	In: 100A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'1C99	_U114	FPP18	F3012-3	150AR/AT/AMB/120/208V/3PH/4W	FMB32	F4001	MULTIFEEDS SEE LEGEND		DWG. F ELEC SLD	25/07/2011	# CCT:N/A	PREV. ID: (N/A)	D SUB SWG	D SUBSTATION	In: 100A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
