HANDLE	BLOCKNAME	EQUIP-DESIGNATION	EQUIP-LOCATION	EQUIP-ELEC-PROP	PRE-DESIGNATION	PRE-DESIGNATION-LOCATION	NEXT-DESIGNATION	NEXT-DESIGNATION-LOCATION	DWG	DATE	NO._OF_CCT'S	PREVIOUS_ID	EQUIP-DESIG.	EQUIP-LOC	FUSE_INPACITY	FUSE_INPACITY1	MOTOR-HP	EQUIP-ID	EQUIP-LOCATION1	EQUIP-PROPERTIES1
'18AB	_U110	JDIS01	J1032-1	200AR/AF/120/208V/3PH/4W	JMB34	J1038-1	CAM LOCKS	J1032-1	DWG. J ELEC SLD	15/08/2011	# CCT:N/A	PREV. ID: (CNE4)	D SUB SWG	D SUBSTATION	In: 200A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'1896	_U107	JPP05	J3001	150AR/AT/120/208V/3PH/4W	JMB40	J1038-1	MULTI FEEDS SEE LEGEND		DWG. J ELEC SLD	15/08/2011	# CCT:N/A	PREV. ID: (N/A)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'1881	_U107	JPP04	J2015	150AR/AT/120/208V/3PH/4W	JMB44	J1038-1	MULTI FEEDS SEE LEGEND		DWG. J ELEC SLD	15/08/2011	# CCT:N/A	PREV. ID: (N/A)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'186C	_U107	JPP03	J1032-1	150AR/AT/120/208V/3PH/4W	JMB42	J1038-1	MULTI FEEDS SEE LEGEND		DWG. J ELEC SLD	15/08/2011	# CCT:N/A	PREV. ID: (N/A)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'1857	_U107	JPP02	J1038-1	150AR/AT/120/208V/3PH/4W	JMB47	J1038-1	MULTI FEEDS SEE LEGEND		DWG. J ELEC SLD	15/08/2011	# CCT:N/A	PREV. ID: (N/A)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'1842	_U107	JPP01	J1038-1	150AR/AT/120/208V/3PH/4W	JMB49	J1038-1	MULTI FEEDS SEE LEGEND		DWG. J ELEC SLD	15/08/2011	# CCT:N/A	PREV. ID: (N/A)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'182D	_U111	JMB55	J1038-1	60AR/AT/120/208V/1PH/3W	JSDP01	J1038-1	ROLLING CART REC     	   J1015	DWG. J ELEC SLD	15/08/2011	# CCT:N/A	PREV. ID: (N/A)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'1818	_U111	JMB54	J1038-1	60AR/AT/120/208V/1PH/3W	JSDP01	J1038-1	ROLLING CART REC 	 J1032 EAST	DWG. J ELEC SLD	15/08/2011	# CCT:N/A	PREV. ID: (N/A)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'1803	_U111	JMB53	J1038-1	60AR/AT/120/208V/1PH/3W	JSDP01	J1038-1	ROLLING CART REC 	 J1015	DWG. J ELEC SLD	15/08/2011	# CCT:N/A	PREV. ID: (N/A)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'17EE	_U111	JMB52	J1038-1	60AR/AT/120/208V/1PH/3W	JSDP01	J1038-1	ROLLING CART REC 	 J1032 WEST	DWG. J ELEC SLD	15/08/2011	# CCT:N/A	PREV. ID: (N/A)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'17D9	_U111	JMB51	J1038-1	60AR/AT/120/208V/1PH/3W	JSDP01	J1038-1	ROLLING CART REC 	 J1015	DWG. J ELEC SLD	15/08/2011	# CCT:N/A	PREV. ID: (N/A)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'17C4	_U111	JMB50	J1038-1	60AR/AT/120/208V/1PH/3W	JSDP01	J1038-1	ROLLING CART REC 	 J1015	DWG. J ELEC SLD	15/08/2011	# CCT:N/A	PREV. ID: (N/A)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'17AF	_U111	JMB49	J1038-1	150AR/AT/120/208V/3PH/4W	JSDP01	J1038-1	JPP01	J1038-1	DWG. J ELEC SLD	15/08/2011	# CCT:N/A	PREV. ID: (N/A)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'179A	_U111	JMB48	J1038-1	100AR/AT/120/208V/3PH/4W	JSDP01	J1038-1	ROLLING CART	J1032	DWG. J ELEC SLD	15/08/2011	# CCT:N/A	PREV. ID: (N/A)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'1785	_U111	JMB47	J1038-1	150AR/AT/120/208V/3PH/4W	JSDP01	J1038-1	JPP02	J1038-1	DWG. J ELEC SLD	15/08/2011	# CCT:N/A	PREV. ID: (N/A)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'1770	_U111	JMB46	J1038-1	100AR/AT/120/208V/3PH/4W	JSDP01	J1038-1	ROLLING CART	J1015	DWG. J ELEC SLD	15/08/2011	# CCT:N/A	PREV. ID: (N/A)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'175B	_U111	JMB45	J1038-1	100AR/AT/120/208V/3PH/4W	JSDP01	J1038-1	ROLLING CART	J1015	DWG. J ELEC SLD	15/08/2011	# CCT:N/A	PREV. ID: (N/A)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'1746	_U111	JMB44	J1038-1	150AR/AT/120/208V/3PH/4W	JSDP01	J1038-1	JPP04	J2015	DWG. J ELEC SLD	15/08/2011	# CCT:N/A	PREV. ID: (N/A)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'1731	_U111	JMB43	J1038-1	100AR/AT/120/208V/3PH/4W	JSDP01	J1038-1	JDIS04	J1032-2	DWG. J ELEC SLD	15/08/2011	# CCT:N/A	PREV. ID: (N/A)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'171C	_U111	JMB42	J1038-1	50AR/AT/120/208V/3PH/4W	JSDP01	J1038-1	JPP03	J1032-1	DWG. J ELEC SLD	15/08/2011	# CCT:N/A	PREV. ID: (N/A)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'1707	_U111	JMB40	J1038-1	150AR/AT/120/208V/3PH/4W	JSDP01	J1038-1	JPP05	J3001	DWG. J ELEC SLD	15/08/2011	# CCT:N/A	PREV. ID: (N/A)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'16F2	_U111	JMB39	J1038-1	100AR/AT/120/208V/3PH/4W	JSDP01	J1038-1	JDIS03	J1032-1	DWG. J ELEC SLD	15/08/2011	# CCT:N/A	PREV. ID: (N/A)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'16DD	_U111	JMB36	J1038-1	200AR/AT/120/208V/3PH/4W	JSDP01	J1038-1	JDIS02	J1032-2	DWG. J ELEC SLD	15/08/2011	# CCT:N/A	PREV. ID: (N/A)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'16C8	_U111	JMB34	J1038-1	200AR/AT/120/208V/3PH/4W	JSDP01	J1038-1	JDIS01	J1032-1	DWG. J ELEC SLD	15/08/2011	# CCT:N/A	PREV. ID: (N/A)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'1685	_U114	DLP01	D1022	200AR/100AT 600V/3PH/4W	DMB42	D1022	MULTI FEEDS SEE LEGEND		DWG. D ELEC SLD	03/28/2011	# CCT:N/A	PREV. ID: (1D0)	JSDP01	J1038-1	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'1670	_U108	JTR01	J1038-1	300KvA600>120/208V/3PH/4W	JMB12	J1038-1	JSDP01	J1038-1	DWG. J ELEC SLD	15/08/2011	# CCT:N/A	PREV. ID: (N/A)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'165B	_U107	JMCC02	J1036-1	100AR/AT 347/600V 3PH 3W	JMB05 IN JMDP01	J1038-1	MULTI FEEDS SEE LEGEND		DWG. J ELEC SLD	15/08/2011	# CCT:N/A	PREV. ID: (N/A)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'1646	_U107	JMCC01	J3001	300AR/AT 347/600V 3PH 3W	JMB13 IN JMDP01	J1038-1	MULTI FEEDS SEE LEGEND		DWG. J ELEC SLD	15/08/2011	# CCT:N/A	PREV. ID: (N/A)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'1631	_U107	JLP04	J1038-1	100AR/AT/347/600V/3PH/4W	JMB04	J1038-1	MULTI FEEDS SEE LEGEND		DWG. J ELEC SLD	15/08/2011	# CCT:N/A	PREV. ID: (N/A)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'15EE	_U75	JMB30	J1038-1	1200AR/1000AT/347/600V/3PH/4W	JMDP01	J1038-1	SCMDP01	SC3002	DWG. J ELEC SLD	15/08/2011	# CCT:N/A	PREV. ID: (CNE4)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'15D9	_U117	JMB15	J1038-1	600AR/AT/347/600V/3PH/4W	JMDP01	J1038-1	JSDP02	J2013	DWG. J ELEC SLD	15/08/2011	# CCT:N/A	PREV. ID: (CNE4)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'15C4	_U75	JMB14	J1038-1	600AR/500AT/347/600V/3PH/4W	JMDP01	J1038-1	JCH01	J1036-1	DWG. J ELEC SLD	15/08/2011	# CCT:N/A	PREV. ID: (CNE4)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'15AF	_U75	JMB13	J1038-1	400AR/300AT/347/600V/3PH/4W	JMDP01	J1038-1	JMCC01	J3001	DWG. J ELEC SLD	15/08/2011	# CCT:N/A	PREV. ID: (CNE4)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'159A	_U75	JMB12	J1038-1	400AR/300AT/347/600V/3PH/4W	JMDP01	J1038-1	JTR01	J1038-1	DWG. J ELEC SLD	15/08/2011	# CCT:N/A	PREV. ID: (CNE4)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'1585	_U75	JMB05	J1038-1	100AR/AT/347/600V/3PH/4W	JMDP01	J1038-1	JMCC02	J1036-1	DWG. J ELEC SLD	15/08/2011	# CCT:N/A	PREV. ID: (CNE4)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'1570	_U75	JMB04	J1038-1	100AR/AT/347/600V/3PH/4W	JMDP01	J1038-1	JLP04	J1038-1	DWG. J ELEC SLD	15/08/2011	# CCT:N/A	PREV. ID: (CNE4)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'1558	_U75	JMB02	J1038-1	40AR/AT/347/600V/3PH/4W	JMDP01	J1038-1	JATS01	J3001	DWG. J ELEC SLD	15/08/2011	# CCT:N/A	PREV. ID: (CNE4)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'1543	_U116	DLP01	D1022	200AR/100AT 600V/3PH/4W	DMB42	D1022	MULTI FEEDS SEE LEGEND		DWG. D ELEC SLD	03/28/2011	# CCT:N/A	PREV. ID: (1D0)	JMDP01	J1038-1	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
'152E	_U75	JMBO1	J1038-1	1200A/347/600V/3PH/4W	JSS01 WEST OF J BLDG		JMDP01	J1038-1	DWG. J ELEC SLD	15/08/2011	# CCT:N/A	PREV. ID: (CNE4)	D SUB SWG	D SUBSTATION	In: 0A	In: 0A	HP:	MDIS???	M1000	20A/208V/3PH/4W
